method	fold	auroc	auprc
iLSGRN	1	0.5099800555555555	0.49235146591068046
iLSGRN	2	0.5148103333333334	0.4956188720524999
iLSGRN	3	0.4973141111111111	0.4816824104304358
iLSGRN	4	0.494966	0.4761937605929057
iLSGRN	5	0.5040157777777777	0.49066533880791324
iLSGRN	6	0.5246335555555556	0.499894006035065
iLSGRN	7	0.502202888888889	0.4803262234989421
iLSGRN	8	0.5055713333333334	0.48372982540096265
iLSGRN	9	0.4995263333333333	0.48153885630844645
iLSGRN	10	0.4941129999999999	0.47674414089483585
