method	fold	auroc	auprc
GENIE3	1	0.5154973333333334	0.49687899410566844
GENIE3	2	0.5188373333333334	0.4995590124348713
GENIE3	3	0.498935	0.4836459253659269
GENIE3	4	0.5020264444444444	0.48142888511339277
GENIE3	5	0.5045833333333333	0.48738428820614765
GENIE3	6	0.5284859999999999	0.5020399292876335
GENIE3	7	0.5126308333333333	0.4878051781271096
GENIE3	8	0.5105337222222223	0.48718742863351294
GENIE3	9	0.5024578888888889	0.4834596881551157
GENIE3	10	0.5022807777777778	0.48142263943749936
